2423,30,
2424,30,
2425,30,
2426,30,
2427,30,
2428,30,
2429,30,
2430,30,
2431,30,
2432,30,
2433,30,
2434,30,
2435,30,
2436,30,
2437,30,
2438,30,
2439,30,
2440,30,
2441,30,
2442,30,
2443,30,
2444,30,
2445,30,
2446,30,
0001,-132,,16J7KG06MH0008B,GLX1B00VX3VN0VE,21X50G1YDN00UYI,9KVPNR50107BS04,9I00V8Z31WM06C5,G0Y1V8SYSG0XB10,OIVF0JA00I9Q1EH,T4Q841OY8A0J0F0,A010MY102ZU9Q7B,P5DJ0QT15D0SN0S,SN1EN00PWS07Y50,J8R1NPXRA0J3007,R5535HX1Y8I00D0,0EMUXYPYQ1R8M00,96IA1I00REUPF0A,6W3MBX0PF0S7M10,G3A0Z0MX01FV6L7,080H1ZXKQ0X8ZQH,0G01M00YAB9O005,4ULC5100Z20E7CX,V0L0TQA136OB0KL,SAQR00AYGEI01O2,C0T30DJPI0GG01R,V1D180G5L00GAA5,L93YB9001015HXC,2ZU105YQD6U0SC0,0OSZ1MM30S203S4,D004D2R0V0AG1JH,K1J4MO0250482P0,OVYC0BAA00WWJ13,AP576R10Z006M5Z,NWI8QH00713N1C0,000MY5AZ6GOF701,8D0R9K1PXWYMM00,GC0L4BH1P00URF9,0OI6P409Y1F1HW0,69BX0V91209T045,019JS0X06FIIN0T,O001RN0GAB7R5N0,FGA0HF01VVTZY0N,F310R0MD03FKIZV,40T7W160ZC00MK6,62TZ0E0C130O8TH,B06KO20QR06UD1A,IRE1VS0LF058RG0,Y0EE38310BY6UY0,90OYV0J1TFJR0JR,1KP00283C50RMSV,0AT0WKZF2011OXY,1JZGEDZ0L00AZQX,U0Z1THB02P0A2X2,6FT0011R090OE5A,03CQ0Y2103SMTY6,ZZRF9000ELG51GV,0K1T6UV1V576400,NZG0B08100OJJ5G,10IM0R98GZ0TZS0,1CD0QIDYVV0Q3A0,6BK10XSEP5Q006C,0YI1J0JIWICI0QZ,61LQ80051Z9PO0P,JMR0EFG091JDH70,HDG1C5E7GH00940,U10ZT86GA0Y0SDW,1H0L0070H404M9U,VPB1TWXE000CFXV,J88PUCRVO01TP00,D0A4NT569200P01,0013YT6061DCG6M,0XWPOE000XN1S3F
0002,-29,,AI02ZYOL80NCDB0,20PB145L0JX0N0X,EV20M009V0PU0GA,U2QAC6300WWR0LZ,2FAS2JZ00A5DI0B,0J0WA20TK07PDKC
0003,27,
0004,30,
0005,30,
